chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr15	54899000	54980000	+	SIMULA80K+	15	31787	5	80995	395	56699589	3	80997	397	56699587	5	80995	395	56699589	7	80993	393	56699591	2.18168696414773	51.5823228744921	51.5823228744921	6.86561918428197e-13	1.24267707235504e-10
chr15	96999000	97040000	+	SIMULA40K+	15	32632	4	40996	391	56739593	2	40998	395	56739589	2	40998	393	56739591	4	40996	389	56739595	2.36007907319745	34.8319976835046	34.8319976835046	3.59417584583355e-09	6.46951652250039e-07
chr15	45152663	45168526	-	AC051619.5	15	31625	0	15863	391	56764730	1	15862	394	56764727	1	15862	392	56764729	1	15862	388	56764733	1.92569956992214	6.42454350519984	6.42454350519984	0.0112553838796985	0.443992239308856
chr15	75639084	75649706	-	IMP3	15	32210	0	10622	391	56769971	0	10622	395	56769967	1	10621	392	56769970	1	10621	388	56769974	1.92074983172766	4.26705928923911	4.26705928923911	0.0388581234583534	0.575854989025527
chr15	101602785	101615531	-	AC090164.5	15	32720	1	12745	390	56767848	0	12746	395	56767843	1	12745	392	56767846	0	12746	389	56767849	1.73841439752938	3.65506585154071	3.65506585154071	0.0558989453421417	0.575854989025527
chr15	73683268	73713677	+	CD276	15	32132	0	30409	391	56750184	3	30406	392	56750183	0	30409	393	56750182	0	30409	389	56750186	1.27467140571616	3.32214464725985	3.32214464725985	0.0683526084477043	0.575854989025527
chr15	55355247	55499360	-	DNAAF4-CCPG1	15	31798	2	144111	389	56636482	1	144112	394	56636477	0	144113	393	56636478	5	144108	384	56636487	0.700825202638528	3.14160757321224	3.14160757321224	0.0763185513811464	0.575854989025527
chr15	55355238	55409259	-	CCPG1	15	31797	1	54020	390	56726573	0	54021	395	56726568	0	54021	393	56726570	3	54018	386	56726577	0.987936113535157	2.87819052853592	2.87819052853592	0.0897868648788137	0.575854989025527
chr15	96045340	96065357	-	AC024337.1	15	32611	1	20016	390	56760577	1	20016	394	56760573	0	20017	393	56760574	0	20017	389	56760578	1.28690764095807	2.25076025704038	2.25076025704038	0.133548776113001	0.704475696347606
chr15	88585565	88605603	-	LINC01586	15	32460	0	20038	391	56760555	1	20037	394	56760552	0	20038	393	56760553	1	20037	388	56760558	1.28585868647581	2.24772468686569	2.24772468686569	0.133811026121892	0.704475696347606
chr15	48312352	48332856	-	AC023355.2	15	31678	0	20504	391	56760089	0	20504	395	56760085	1	20503	392	56760088	1	20503	388	56760092	1.26286039117221	2.18147898172174	2.18147898172174	0.139680176204395	0.714364329731049
chr15	22300000	22321000	-	SIMULA20K-	15	31105	0	21000	391	56759593	0	21000	395	56759589	1	20999	392	56759592	1	20999	388	56759596	1.23894862796192	2.11323711545992	2.11323711545992	0.146030125411072	0.716996073725385
