testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	time	interaction	testStat	signedTestStat	pvalue	adjpvalue
30003	chr6	35573584	35689915	-	FKBP5	6	-8.72480026376695	0.499236377279376	0.856929413412119	346.237251073693	346.237251073693	0	0
15506	chr3	32105619	32168709	+	GPD1L	3	-8.72637041672849	0.502851006968217	1.01678606638733	233.513178762007	233.513178762007	0	0
58057	chr13	25246200	25289009	-	MTMR6	13	-8.72634250510822	0.503084078941379	0.996657254608446	212.060474136179	212.060474136179	0	0
14881	chr3	8877074	8964472	-	RAD18	3	-8.72703657107589	0.504400132881068	0.872509451860466	123.875963537611	123.875963537611	0	0
73803	chr17	50962173	51121865	-	SPAG9	17	-8.72707989188498	0.50388142040986	0.712820542555644	119.923138276618	119.923138276618	0	0
49788	chr11	59564922	59639491	+	AP000442.1	11	-8.72752464124754	0.505141115889528	0.779578813587427	82.2833195125077	82.2833195125077	0	0
77588	chr19	1406568	1435684	+	DAZAP1	19	-8.72752464124636	0.505141115888877	0.779578812278965	82.2833195051881	82.2833195051881	0	0
67076	chr16	3725053	3881713	-	CREBBP	16	-8.72788165659039	0.505491273823731	0.729228956729232	67.0857491599127	67.0857491599127	2.22044604925031e-16	4.34652314140749e-14
46296	chr10	87862624	87971930	+	PTEN	10	-8.7278999638518	0.505438343266345	0.700223389065491	66.1533116975916	66.1533116975916	4.44089209850063e-16	7.72715225139109e-14
91447	chrX	154021572	154098717	-	MECP2	23	-8.72790990823262	0.505464033500634	0.695828645230696	64.7572511190229	64.7572511190229	8.88178419700125e-16	1.3908874052504e-13
33154	chr7	4681294	4771442	+	FOXK1	7	-8.72769726114414	0.505495269519358	0.722843625724858	62.7324819272972	62.7324819272972	2.33146835171283e-15	3.31916312616572e-13
77793	chr19	3358682	3456600	+	NFIC	19	-8.72807606809631	0.505635028397608	0.632684167006486	53.8830675625641	53.8830675625641	2.12829753820643e-13	2.77742828735938e-11
28141	chr5	177425675	177442891	+	GRK6	5	-8.72785339298285	0.505820509316484	0.661126285922607	46.1037032860113	46.1037032860113	1.12155840170658e-11	1.35104650544039e-09
32683	chr6	159725997	159749416	+	WTAP	6	-8.727609143818	0.505455214891452	0.525830172553633	42.9222454843612	42.9222454843612	5.69593261445789e-11	6.37130748160075e-09
4319	chr1	114582847	114671111	-	DENND2C	1	-8.72779833505891	0.505871321199141	0.647400815347941	42.0773778470821	42.0773778470821	8.77322658965341e-11	9.15924855959816e-09
32677	chr6	159679118	159763529	-	SOD2	6	-8.72778495043526	0.505533104202579	0.497511266579472	40.0869930977397	40.0869930977397	2.42900921598732e-10	2.17125637469451e-08
40519	chr8	135456455	135647610	+	KHDRBS3	8	-8.72818169307467	0.506038499654494	0.622042055706988	40.0340855401018	40.0340855401018	2.49569698240748e-10	2.17125637469451e-08
77539	chr19	1204777	1228431	+	STK11	19	-8.72810508795478	0.506037216716378	0.619204634682722	38.6533256812782	38.6533256812782	5.06169439695725e-10	4.17190180296582e-08
26022	chr5	100534373	100586741	+	FAM174A	5	-8.72798307429303	0.506029898834102	0.576406871924414	33.8155011758436	33.8155011758436	6.0594124162705e-09	4.12566949733896e-07
25583	chr5	79611419	79686648	+	TENT2	5	-8.72800579532925	0.506082538435602	0.563698543168322	31.5351455602431	31.5351455602431	1.95862951413162e-08	1.27800575797088e-06
55027	chr12	53379175	53416446	+	SP1	12	-8.72816439625309	0.506150706570055	0.552355849097468	30.8116874076077	30.8116874076077	2.84320316179532e-08	1.78098246054859e-06
24140	chr5	5421676	5490220	+	ICE1	5	-8.72809684946821	0.506193917885542	0.576653720660724	30.1136869616566	30.1136869616566	4.07445407413221e-08	2.45407503080424e-06
70548	chr17	1761059	1777565	+	SERPINF1	17	-8.72801803196793	0.506170563869181	0.579638877172756	29.9338690285558	29.9338690285558	4.47035484185676e-08	2.59280580827692e-06
47477	chr10	126904408	127452517	+	DOCK1	10	-8.72814061662479	0.506298378061298	0.547639144107787	25.6149775681588	25.6149775681588	4.16791716029152e-07	2.33105652607733e-05
59380	chr13	101710803	102402774	-	FGF14	13	-8.72800710512637	0.506283916282862	0.545345400183561	24.1132807045115	24.1132807045115	9.08316984071789e-07	4.90491171398766e-05
13435	chr2	201789460	201893543	+	CDK15	2	-8.72822481819908	0.506326007258383	0.504193670904765	23.4087206751701	23.4087206751701	1.30983396351425e-06	6.83733328954439e-05
28157	chr5	177483393	177498561	-	PDLIM7	5	-8.72817281687191	0.506376419732363	0.524257263874273	22.3985403326515	22.3985403326515	2.21542321299228e-06	0.000111914604888578
37123	chr7	152134924	152437003	-	KMT2C	7	-8.72811683519837	0.506122310949175	0.412635402117803	22.209021312412	22.209021312412	2.44522170733674e-06	0.000117779698418923
21667	chr4	77713386	77820368	-	CNOT6L	4	-8.72810660404305	0.506318690318078	0.500438010077821	21.9418001095573	21.9418001095573	2.81045158145865e-06	0.00012944609342836
15982	chr3	45593323	45673898	+	LIMD1	3	-8.72785817220553	0.506087991734172	0.431442240849543	21.5245345998537	21.5245345998537	3.49330663018677e-06	0.000156300519510642
84632	chr20	52971357	53495330	+	TSHZ2	20	-8.72811630776737	0.506384467290912	0.51846877098719	21.1351927032756	21.1351927032756	4.27995465723807e-06	0.00018114618948094
12480	chr2	164680185	164843168	-	COBLL1	2	-8.72811630776755	0.506384467291343	0.518468770987138	21.1351926982834	21.1351926982834	4.27995466845132e-06	0.00018114618948094
19137	chr3	171600403	171811483	-	PLD1	3	-8.72804829712343	0.506366141791566	0.520895758526211	20.9137195620269	20.9137195620269	4.80441250860775e-06	0.000197992368117888
16797	chr3	61560570	62297609	+	PTPRG	3	-8.72830954144981	0.50641515190604	0.479976095607926	20.6918704927593	20.6918704927593	5.39445442260256e-06	0.000216608092969118
21762	chr4	82818508	82892153	-	SEC31A	4	-8.72814042869148	0.506437722730707	0.501408040986107	19.0951706328378	19.0951706328378	1.24359171781441e-05	0.000474991373194479
69281	chr16	67561466	67639176	+	CTCF	16	-8.72801455760466	0.506218215054648	0.406185451452525	18.6889523589862	18.6889523589862	1.5387142151102e-05	0.000573720585919662
67552	chr16	15948576	16143074	+	ABCC1	16	-8.72821803708966	0.506462302109078	0.45870179520921	17.3843280877336	17.3843280877336	3.0533321524584e-05	0.00111198096529066
18830	chr3	157814821	158089983	-	AC079943.2	3	-8.72816434608737	0.506490878674938	0.483502173137174	17.1250547134596	17.1250547134596	3.49975676173786e-05	0.00124559524747307
68244	chr16	30357101	30371494	-	TBC1D10B	16	-8.72810286648871	0.506475594797162	0.48545006999691	16.8859899695362	16.8859899695362	3.96934796831339e-05	0.00138133309297306
27673	chr5	158695915	158841123	-	EBF1	5	-8.72818804524837	0.506543928273685	0.464663944428963	15.2283960800451	15.2283960800451	9.526021912587e-05	0.00324298919893723
18073	chr3	129167826	129184896	-	CNBP	3	-8.72812998527112	0.506530236978465	0.466313696438354	14.9821206149018	14.9821206149018	0.000108534659986503	0.0036162825008269
51375	chr11	82100192	82719082	-	MIR4300HG	11	-8.72819392929285	0.506527461024763	0.433484695321513	14.4544146776752	14.4544146776752	0.000143592891238775	0.00468471807666504
9341	chr2	31865059	32011557	-	MEMO1	2	-8.72821150936704	0.50659686369553	0.444791085259553	13.4091230587273	13.4091230587273	0.000250403451546144	0.00800268990043391
9994	chr2	57906628	58159840	+	VRK2	2	-8.72821536775354	0.506579459114132	0.414687577093878	12.757755269593	12.757755269593	0.000354536115474535	0.0111040711366624
77536	chr19	1107636	1133221	-	SBNO2	19	-8.72832082905789	0.506622865220624	0.404128094971647	12.4565115330852	12.4565115330852	0.000416537158370867	0.012544176730938
16106	chr3	47973083	48017412	-	MAP4	3	-8.72809341287933	0.50643829781204	0.330777778080082	11.4515761257107	11.4515761257107	0.000714333852137705	0.0207243316623995
43907	chr9	136006536	136096289	-	NACC2	9	-8.72897667329055	0.507329494145574	1.3005808861036	11.4508003703932	11.4508003703932	0.000714632126289638	0.0207243316623995
88681	chrX	13771455	13939638	-	GPM6B	23	-8.72819723514794	0.506666567053483	0.413441770143097	10.5768269168957	10.5768269168957	0.00114514044595426	0.032605271606625
41981	chr9	68355610	68531061	+	PGM5	9	-8.72870340214338	0.507085764567673	0.68606198294064	10.5431837661163	10.5431837661163	0.00116617362227178	0.0326112123656716
6270	chr1	172774904	173064015	+	AL031599.1	1	-8.7282576543526	0.506702355610648	0.401445232931384	10.0207258849896	10.0207258849896	0.00154788452375432	0.042526090599987
868	chr1	16366087	16395406	+	SZRD1	1	-8.72821058186526	0.506693781447901	0.401859726341217	9.76146290367797	9.76146290367797	0.00178208047637463	0.0481161728621149
28120	chr5	177132078	177300210	+	NSD1	5	-8.72836421723194	0.50652759090318	0.25818912249361	9.07675564697092	9.07675564697092	0.00258878918803529	0.0664597355485781
16174	chr3	48599001	48610646	-	UQCRC1	3	-8.72890738224151	0.507318163948694	1.19506373674306	8.95330595790438	8.95330595790438	0.00276967902763781	0.0699567315690452
22203	chr4	101023408	101348477	-	PPP3CA	4	-8.72826817149024	0.506709064938205	0.363099092705591	8.86290534082582	8.86290534082582	0.00291024004285301	0.0723402524937748
30935	chr6	74068450	74690727	+	AL357507.1	6	-8.72832346257658	0.506761646435655	0.377815063209016	8.72185056614035	8.72185056614035	0.0031441873449074	0.076934334095703
12728	chr2	173900772	173966702	-	SP3	2	-8.72832645542526	0.506764851643357	0.341279267432832	7.71196904057797	7.71196904057797	0.00548558842534863	0.132160484216861
55166	chr12	54352660	54497688	+	AC079313.2	12	-8.72822728572482	0.506574787335095	0.221973666969075	6.47599777127198	6.47599777127198	0.0109340913949429	0.259436168552737
83966	chr20	36777446	36864538	-	SOGA1	20	-8.72823158924562	0.50684104397788	0.367001262517274	6.05807162291512	6.05807162291512	0.0138428761004873	0.318793293725928
24696	chr5	37288136	37372106	-	NUP155	5	-8.72835974219686	0.506862515800941	0.326439292225834	5.90008233798289	5.90008233798289	0.0151401769921868	0.343616190866153
57401	chr12	122526247	122626332	+	KNTC1	12	-8.72872469341588	0.507288293508701	1.3003701068653	5.72463375489951	5.72463375489951	0.0167285253784398	0.374241010609097
58128	chr13	28137544	28295335	+	PAN3	13	-8.72828751341089	0.506874735792882	0.351728875432783	5.59794377381149	5.59794377381149	0.0179815699037433	0.396607584074114
58883	chr13	59861253	60014178	-	DIAPH3	13	-8.72820315411395	0.506732121897423	0.257293127523393	5.35175543996593	5.35175543996593	0.0207014183459762	0.450255849024982
