testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	typeMacr	typeNeut	typeNK	typeT	time	interaction	testStat	signedTestStat	pvalue	adjpvalue	robustAnalysis	robustInteraction	robustTestStat	robustSignedTestStat	robustPvalue	robustAdjPvalue
14609	chr12	65823130	65966295	+	HMGA2	12	-10.6033038060514	0.824622247445932	0.696372033311083	0.984013962627353	0.964896838890597	0.347623867004503	0.650572447197682	203985.742982054	203985.742982054	0	0	TRUE	0.44003045343768	52446.0740829427	52446.0740829427	0	0
13267	chr11	66069271	66244744	+	PACS1	11	-10.6448910989277	0.850650998532782	0.719651107001661	1.00977634356193	0.95320067334722	0.374830248679661	-0.343529085994743	5269.9761562366	-5269.9761562366	0	0	TRUE	-0.407263979311282	6540.58976843581	-6540.58976843581	0	0
13300	chr11	67118262	67258082	+	KDM2A	11	-10.64397025271	0.850236612587947	0.71952601393305	1.00826512415082	0.951383084380616	0.374564033372478	-0.472671436901685	5989.5372085534	-5989.5372085534	0	0	TRUE	-0.510200689668511	6475.14312754199	-6475.14312754199	0	0
19307	chr17	77958239	78106037	+	TNRC6C	17	-10.6449381241942	0.850862742220688	0.719992090761278	1.00892735086673	0.95231994030749	0.374466119310682	-0.48395779856908	4763.38190571032	-4763.38190571032	0	0	TRUE	-0.529444220469677	5234.20305821486	-5234.20305821486	0	0
1560	chr1	155335267	155563803	-	ASH1L	1	-10.6448147957665	0.850259554256588	0.719140292298468	1.00967887021561	0.953994859325882	0.372989844358227	0.121653379039438	985.247779604047	985.247779604047	0	0	TRUE	-0.573139196787393	5207.40790119581	-5207.40790119581	0	0
7876	chr6	32261701	32407763	+	TSBP1-AS1	6	-10.6453547640369	0.8509163386445	0.719903120181269	1.00980777672427	0.953267523286796	0.374411573960996	-0.434243726070633	3827.93828426302	-3827.93828426302	0	0	TRUE	-0.517576519730305	4582.83183739707	-4582.83183739707	0	0
13401	chr11	72836744	73143318	-	FCHSD2	11	-10.6450257805609	0.850960242983953	0.719767437940521	1.00941401514226	0.953050998653799	0.374192256963383	-0.380582206676197	2869.76188520342	-2869.76188520342	0	0	TRUE	-0.503951913787229	4018.40289806202	-4018.40289806202	0	0
7877	chr6	32288525	32372899	-	TSBP1	6	-10.6453488258897	0.850856807594978	0.71985622615219	1.0098000159762	0.953325468617545	0.374278602323092	-0.425039690784642	3122.5613418147	-3122.5613418147	0	0	TRUE	-0.524118474835666	3874.04764675163	-3874.04764675163	0	0
19352	chr17	80543837	80966368	+	RPTOR	17	-10.6452235614935	0.850864210792744	0.72005757321133	1.00967178025739	0.954057206589655	0.374156002185786	-0.514355091275282	3369.37577819452	-3369.37577819452	0	0	TRUE	-0.51487765761673	3229.45748426393	-3229.45748426393	0	0
20879	chr19	48208085	48256912	-	CARD8	19	-10.6452659987447	0.850919414373915	0.719849631562594	1.01047157313734	0.954894979500871	0.374075228396773	-0.473313411887353	3005.27886052057	-3005.27886052057	0	0	TRUE	-0.479308224579497	3046.00522629917	-3046.00522629917	0	0
19249	chr17	75318075	75406709	-	GRB2	17	-10.6450922447238	0.851000091468587	0.719924998816682	1.00958787772514	0.953671998838133	0.374060096322838	-0.522723689558726	3060.74076695927	-3060.74076695927	0	0	TRUE	-0.519554807288964	2961.43845674023	-2961.43845674023	0	0
18574	chr17	31093926	31377677	+	NF1	17	-10.6450204799576	0.850210664755559	0.719287522869805	1.00979087302813	0.955067711047627	0.374066746302783	-0.127555789945428	852.173074558377	-852.173074558377	0	0	TRUE	-0.276949833196453	2933.33380096965	-2933.33380096965	0	0
19368	chr17	81556886	81638112	-	NPLOC4	17	-10.6450563224738	0.850894901384572	0.719795460874159	1.00989121189064	0.95391331292782	0.374036954761777	-0.491535710906308	2886.65884212777	-2886.65884212777	0	0	TRUE	-0.501327952834908	2929.38091911189	-2929.38091911189	0	0
22642	chr22	40043816	40335807	+	TNRC6B	22	-10.6448966913714	0.850744285155163	0.71965894063405	1.00904561248679	0.953247255967652	0.374069720501855	-0.490948079511795	2819.43850343861	-2819.43850343861	0	0	TRUE	-0.501832875182264	2867.37151521072	-2867.37151521072	0	0
18332	chr17	7856685	7886209	-	NAA38	17	-10.6449100407668	0.850620977376128	0.7193231845444	1.01012196493801	0.953979607948569	0.374073376809286	-0.448850982949591	2843.83943791501	-2843.83943791501	0	0	TRUE	-0.452962702084357	2842.58166609518	-2842.58166609518	0	0
334	chr1	20806291	21177888	-	EIF4G3	1	-10.6448312929673	0.850640128219697	0.719756261040478	1.0091919790345	0.952790171702717	0.374065369777872	-0.412788884299785	2539.68544664979	-2539.68544664979	0	0	TRUE	-0.457138039440575	2807.11856666766	-2807.11856666766	0	0
138	chr1	8352403	8818640	-	RERE	1	-10.6452287569169	0.850744219361023	0.719870818440486	1.00976822931425	0.952714184729085	0.37408527535127	-0.524850058963743	2643.53987560049	-2643.53987560049	0	0	TRUE	-0.544667494505451	2731.35030093975	-2731.35030093975	0	0
4361	chr3	47016688	47164967	-	SETD2	3	-10.6447780374011	0.850450149845276	0.719724476373058	1.00947476245468	0.95294426223982	0.373999914842838	-0.48460075331015	2618.70398285054	-2618.70398285054	0	0	TRUE	-0.50161351664945	2712.27388200723	-2712.27388200723	0	0
13222	chr11	65180193	65212006	+	CAPN1	11	-10.6456171159962	0.850983737069826	0.719847025260947	1.01007441924341	0.954164676292769	0.374167766145052	-0.452914264614242	2544.79963759333	-2544.79963759333	0	0	TRUE	-0.482062113449688	2665.296820838	-2665.296820838	0	0
18887	chr17	44395280	44504406	-	GPATCH8	17	-10.6450438040156	0.850723904814408	0.719935686071908	1.00951602504866	0.952954894238282	0.374016136435707	-0.504098945126977	2556.77385718003	-2556.77385718003	0	0	TRUE	-0.519808698048257	2644.02407022379	-2644.02407022379	0	0
18920	chr17	46029915	46226389	-	KANSL1	17	-10.6455947694675	0.851229158784868	0.72014681282658	1.00984221019973	0.952998615757499	0.374049226351948	-0.556140228778656	2330.98357482627	-2330.98357482627	0	0	TRUE	-0.568447363731975	2348.36715009622	-2348.36715009622	0	0
465	chr1	27970346	28089637	-	EYA3	1	-10.6452671787144	0.85089348534533	0.719880076420632	1.00967321789747	0.953206171265913	0.374023282597871	-0.525851459130741	2387.84278113022	-2387.84278113022	0	0	TRUE	-0.542147700849927	2325.02001130581	-2325.02001130581	0	0
