testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	typeMacr	typeNeut	typeNK	typeT	time	interaction	testStat	signedTestStat	pvalue	adjpvalue	robustAnalysis	robustInteraction	robustTestStat	robustSignedTestStat	robustPvalue	robustAdjPvalue
14609	chr12	65823130	65966295	+	HMGA2	12	-10.0375647260613	0.350925488215385	0.195671499780394	0.544799525879527	1.39905828377207	-0.0280885061091034	2.08486304778498	97978.4887661359	97978.4887661359	0	0	TRUE	1.81423982615779	54119.8588273127	54119.8588273127	0	0
14610	chr12	65855946	65883041	-	HMGA2-AS1	12	-10.0717524368266	0.375210366339785	0.213875604827278	0.551077325178968	1.41640288686621	0.0314233877428673	1.45708615820276	5800.28211782733	5800.28211782733	0	0	TRUE	1.36754078718986	4259.20336508518	4259.20336508518	0	0
13300	chr11	67118262	67258082	+	KDM2A	11	-10.0758340600762	0.37845986841005	0.216768627247951	0.552468590731087	1.41523266966768	0.0388737811567017	-0.3123516805599	284.185366899008	-284.185366899008	0	0	TRUE	-0.324487164736093	302.569478931837	-302.569478931837	0	0
7876	chr6	32261701	32407763	+	TSBP1-AS1	6	-10.0758163041	0.378335213061051	0.216682476145563	0.552578608952725	1.41574749804183	0.0383995960129732	-0.359672013218859	215.498530323617	-215.498530323617	0	0	TRUE	-0.367620334337968	223.037610057509	-223.037610057509	0	0
13401	chr11	72836744	73143318	-	FCHSD2	11	-10.0757925927374	0.378378770149019	0.216565079451373	0.552859523104313	1.41592747995997	0.0373025883099163	0.0575151917459572	8.03561961045489	8.03561961045489	0.00458663180490637	0.0265945752319065	TRUE	-0.355089624754744	212.777283917414	-212.777283917414	0	0
7877	chr6	32288525	32372899	-	TSBP1	6	-10.0758489669482	0.378382082161015	0.216695957404039	0.552608635825918	1.41584123705947	0.0382906691867421	-0.368398334037079	191.369502535788	-191.369502535788	0	0	TRUE	-0.379262351926321	198.987892467529	-198.987892467529	0	0
19352	chr17	80543837	80966368	+	RPTOR	17	-10.0757599478885	0.378395800046659	0.216592744314295	0.552639314644576	1.41621503368934	0.0381589948833609	-0.378759059917096	187.817685841117	-187.817685841117	0	0	TRUE	-0.382246274975688	190.066976404283	-190.066976404283	0	0
22642	chr22	40043816	40335807	+	TNRC6B	22	-10.0756346673492	0.378258014429523	0.216430827080626	0.552383111767803	1.41595653296474	0.0381567067672316	-0.379866324652675	182.4891114044	-182.4891114044	0	0	TRUE	-0.381774136655611	182.260445652064	-182.260445652064	0	0
19249	chr17	75318075	75406709	-	GRB2	17	-10.0758296899906	0.378461753017174	0.21676790717356	0.552699666818748	1.41635917418524	0.0380997655634647	-0.393500043747183	181.607089578174	-181.607089578174	0	0	TRUE	-0.391689167800127	177.549305735389	-177.549305735389	0	0
19307	chr17	77958239	78106037	+	TNRC6C	17	-10.075754249108	0.378392426811404	0.216559627276253	0.552595137783096	1.41547115060342	0.0380108971082243	-0.171765337473485	59.6718909980264	-59.6718909980264	1.12132525487141e-14	6.85093558944015e-13	TRUE	-0.312058618111749	174.464332332835	-174.464332332835	0	0
11296	chr9	129887186	130044194	-	FNBP1	9	-10.0758634004314	0.378455199342059	0.216603722514561	0.553038992350712	1.41661321218478	0.0378952489908704	-0.231459176232119	79.5976450545713	-79.5976450545713	0	0	TRUE	-0.358279879142372	168.378784125205	-168.378784125205	0	0
1560	chr1	155335267	155563803	-	ASH1L	1	-10.0669849753715	0.371333781396641	0.212418858401934	0.558011705593238	1.42456217682562	0.014976180980095	1.62560676872109	25178.7463560037	25178.7463560037	0	0	TRUE	-0.337568155483958	164.888301268918	-164.888301268918	0	0
20879	chr19	48208085	48256912	-	CARD8	19	-10.0760018448997	0.378524040076669	0.216723037220053	0.553425536209794	1.41681494261468	0.0380677389766906	-0.292050329298838	135.912114235805	-135.912114235805	0	0	TRUE	-0.326055811256936	163.440917707514	-163.440917707514	0	0
18332	chr17	7856685	7886209	-	NAA38	17	-10.0757394257931	0.378296305281328	0.21648493226262	0.553054072694056	1.41645599790536	0.0380332371556316	-0.288781426895859	135.042297298554	-135.042297298554	0	0	TRUE	-0.316037697777623	155.249392128782	-155.249392128782	0	0
13229	chr11	65421797	65445540	+	NEAT1	11	-10.0758996603916	0.378378910094238	0.216683488443919	0.55328808048254	1.41614109130475	0.0379924533019565	-0.314350737378556	120.51561344997	-120.51561344997	0	0	TRUE	-0.365976683678805	154.954464919399	-154.954464919399	0	0
19368	chr17	81556886	81638112	-	NPLOC4	17	-10.0759455760652	0.378512880259333	0.216735668419735	0.552907692694404	1.41617497157383	0.0381762862372772	-0.31166777107692	145.663381925551	-145.663381925551	0	0	TRUE	-0.326656920924204	154.377143366961	-154.377143366961	0	0
19269	chr17	75941506	75980166	-	ACOX1	17	-10.0758543895393	0.378375444386151	0.216656533927236	0.552938727927182	1.41651234911802	0.0379420731898769	-0.327768538835222	116.000656080898	-116.000656080898	0	0	TRUE	-0.391697835816907	153.232201039093	-153.232201039093	0	0
465	chr1	27970346	28089637	-	EYA3	1	-10.0758042193937	0.37841757389003	0.216586619593073	0.55277329631084	1.41599692284733	0.038002765950383	-0.376559158888683	136.214861643733	-136.214861643733	0	0	TRUE	-0.402667351171465	148.771841047332	-148.771841047332	0	0
18810	chr17	42199176	42277391	-	STAT5B	17	-10.0757871540875	0.378439711944557	0.216613952220213	0.552555003593137	1.41602683041417	0.0379994562374682	-0.357956675590803	126.758879494155	-126.758879494155	0	0	TRUE	-0.399594596163198	146.872915723361	-146.872915723361	0	0
4361	chr3	47016688	47164967	-	SETD2	3	-10.0757575708721	0.378399122730116	0.2165291026761	0.552727653511463	1.41587663394291	0.0379615055023169	-0.249708179721648	86.4256030106917	-86.4256030106917	0	0	TRUE	-0.326085122053034	137.502694101771	-137.502694101771	0	0
20934	chr19	49289637	49326191	-	SLC6A16	19	-10.0756815747803	0.378355530298193	0.216539079037027	0.552572702633587	1.41565176140896	0.0369549703033126	0.272093311588929	114.705454817973	114.705454817973	0	0	TRUE	-0.404579479783765	137.039012818132	-137.039012818132	0	0
16138	chr14	67818828	68730218	+	RAD51B	14	-10.0758432296539	0.378428265591365	0.216592636427493	0.553187580948645	1.41636749173083	0.0378613813841452	-0.410446158020017	128.817297917092	-128.817297917092	0	0	TRUE	-0.420396755233201	131.872823788319	-131.872823788319	0	0
8037	chr6	42563061	42693504	+	UBR2	6	-10.075730377752	0.378363817462295	0.216495230151857	0.552673380425928	1.41582621872362	0.0379682885523623	-0.37453706852947	126.627947942819	-126.627947942819	0	0	TRUE	-0.379470872907661	128.498028632952	-128.498028632952	0	0
14552	chr12	57253763	57432005	-	R3HDM2	12	-10.0758404842409	0.378488632296327	0.216613404974862	0.552714637864529	1.41596606029153	0.0379979936795207	-0.353512509815538	120.782468570396	-120.782468570396	0	0	TRUE	-0.366221386220203	125.596457269508	-125.596457269508	0	0
12654	chr11	9778666	10295207	-	SBF2	11	-10.075785349216	0.378381862236341	0.216570879497582	0.552806166028254	1.41568373222616	0.0379224795549507	-0.315885463158422	93.4375005345792	-93.4375005345792	0	0	TRUE	-0.372460787979759	122.972291853046	-122.972291853046	0	0
17904	chr16	68084369	68229259	+	NFATC3	16	-10.0758003354226	0.378388396216713	0.216596823712723	0.55270337286655	1.41580668718053	0.0379482555470497	-0.367110850961261	111.017054108437	-111.017054108437	0	0	TRUE	-0.369250765306462	112.053170442581	-112.053170442581	0	0
17130	chr15	90716345	90816166	+	BLM	15	-10.0758244151726	0.378445730270527	0.216580643863204	0.55309550364231	1.41602964806433	0.0378167381678645	-0.42072693094139	109.043095330475	-109.043095330475	0	0	TRUE	-0.42950634965967	111.465532575268	-111.465532575268	0	0
138	chr1	8352403	8818640	-	RERE	1	-10.0757242724619	0.378331737935513	0.216613220449561	0.552603326009637	1.41557691374257	0.0379432769953592	-0.320328354317292	101.09328388609	-101.09328388609	0	0	TRUE	-0.339028069429071	110.291090290528	-110.291090290528	0	0
13267	chr11	66069271	66244744	+	PACS1	11	-10.0758280807483	0.378437299706835	0.216627905420012	0.552865994475593	1.41590016472272	0.0370091267791992	0.0768300565982254	28.7682330200914	28.7682330200914	8.15782716934166e-08	2.08466305462651e-06	TRUE	-0.167256515622778	109.721944994992	-109.721944994992	0	0
471	chr1	28368739	28500364	+	PHACTR4	1	-10.0758024146077	0.37837566340605	0.216619112649825	0.552841026610011	1.41603884226657	0.0378485305038142	-0.410119759587941	107.854483403731	-107.854483403731	0	0	TRUE	-0.417181932884618	109.515111445449	-109.515111445449	0	0
18955	chr17	48133441	48431214	-	SKAP1	17	-10.075840466847	0.378467795621563	0.216632154068581	0.552729150221546	1.41569803544598	0.0378456982826049	-0.227651705741919	50.7760112299584	-50.7760112299584	1.03528297046296e-12	5.02775883604319e-11	TRUE	-0.352536441033845	108.205503002973	-108.205503002973	0	0
4369	chr3	47585268	47782893	-	SMARCC1	3	-10.0758185115628	0.378397904118344	0.216599185511179	0.552817206581414	1.41588127791052	0.0375041312551006	0.00148725308963823	0.00260135903954506	0.00260135903954506	0.959322715746831	0.978355464796096	TRUE	-0.354922452731695	106.789491636213	-106.789491636213	0	0
18887	chr17	44395280	44504406	-	GPATCH8	17	-10.0757624475407	0.378376315177331	0.216586955971203	0.552758234037655	1.41563792444571	0.0378635312483398	-0.232896076376352	61.7561206719838	-61.7561206719838	3.88578058618805e-15	2.42626431766159e-13	TRUE	-0.318522107263612	106.002256478881	-106.002256478881	0	0
334	chr1	20806291	21177888	-	EIF4G3	1	-10.0758222906014	0.378411901486329	0.216603277684361	0.552802634151957	1.41586038048054	0.0376533744438473	-0.0576028691577365	6.20387328113429	-6.20387328113429	0.0127471063533685	0.0560162863881205	TRUE	-0.261711706456939	105.570153767476	-105.570153767476	0	0
7836	chr6	31739019	31764850	+	MSH5-SAPCD1	6	-10.0758030378303	0.3783502660134	0.216544042087969	0.55312366857454	1.41626358529174	0.0377793433255206	-0.395689849443281	99.0504237981513	-99.0504237981513	0	0	TRUE	-0.418780516877506	105.526944550918	-105.526944550918	0	0
7934	chr6	34284886	34427071	-	RPS10-NUDT3	6	-10.0758375607786	0.378474924163027	0.216633900614001	0.552735444995771	1.41576656453685	0.0378596800401919	-0.306305043199659	72.8289056150243	-72.8289056150243	0	0	TRUE	-0.381653155232358	104.581151679857	-104.581151679857	0	0
7835	chr6	31738947	31762676	+	MSH5	6	-10.075803701452	0.378353448299031	0.216543141064554	0.553123627460911	1.41626906864897	0.0377757415725042	-0.395498408476868	98.1005971808918	-98.1005971808918	0	0	TRUE	-0.418792627974427	104.57492160867	-104.57492160867	0	0
19323	chr17	78674047	78783297	-	CYTH1	17	-10.0757978724101	0.378398994451688	0.216563969929144	0.553018455697445	1.4163957609675	0.037824468885674	-0.334725839639153	98.6634083050303	-98.6634083050303	0	0	TRUE	-0.346005556188676	104.310528104659	-104.310528104659	0	0
