testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	timePointInMonths	interaction	testStat	signedTestStat	pvalue	adjpvalue
31787	chr15	54899000	54980000	+	SIMULA80K+	15	-8.08028384474791	0.0125723867396334	0.653536304556309	3582.27136580999	3582.27136580999	0	0
32632	chr15	96999000	97040000	+	SIMULA40K+	15	-8.08891075995724	0.0224195635288187	0.648606149730971	2173.99663430687	2173.99663430687	0	0
31407	chr15	37500000	37511000	-	SIMULA10K-	15	-8.09496472826356	0.0292068845970041	0.639142719258288	1168.73287217457	1168.73287217457	0	0
32683	chr15	100000000	100006000	-	SIMULA05K-	15	-8.09919680645387	0.0339661225222126	0.635990202384651	467.58325915895	467.58325915895	0	0
31105	chr15	22300000	22321000	-	SIMULA20K-	15	-8.09965021158679	0.0344022556590842	0.606233078907707	383.067784383045	383.067784383045	0	0
31661	chr15	47183100	47774221	+	SEMA6D	15	-8.10197749543472	0.039211702879559	-0.0520265969767402	22.3805561649297	-22.3805561649297	2.23626575657221e-06	0.000263133937356663
31273	chr15	29120253	29571723	-	FAM189A1	15	-8.1016795428331	0.0385576796967495	-0.052901828699753	16.7527034353498	-16.7527034353498	4.25815503952709e-05	0.00429465351129447
31134	chr15	24557059	24912924	+	AC090983.2	15	-8.10159324414956	0.0385978096778663	-0.0486079759898956	16.0203454122766	-16.0203454122766	6.26654412928529e-05	0.00553022519409427
32089	chr15	71095951	71783383	+	THSD4	15	-8.10211842040978	0.0382563548149174	-0.0505712563394276	11.7071339418089	-11.7071339418089	0.000622609406253916	0.0488402489794738
32449	chr15	87325828	87704825	-	AC020687.1	15	-8.1021394324997	0.0380436157333855	-0.0429239109322677	8.03655738054658	-8.03655738054658	0.00458425786539685	0.323648605297017
31355	chr15	33866226	34040204	-	AVEN	15	-8.10183039628072	0.0377358761791494	-0.0522620157838886	7.36244354627343	-7.36244354627343	0.00666002211924099	0.397725208259613
31396	chr15	36578625	36810244	+	C15orf41	15	-8.10204752184361	0.0377872422229621	-0.0527530999098321	7.33560244721593	-7.33560244721593	0.00676020184010673	0.397725208259613
32046	chr15	68577992	68727806	+	CORO2B	15	-8.10199023963082	0.0377983849495604	-0.0479476113325376	6.94663591937206	-6.94663591937206	0.00839770046973176	0.456059733202356
31346	chr15	32765543	33195714	-	FMN1	15	-8.10179161400038	0.037798728233062	-0.0426820522722434	6.68267695263603	-6.68267695263603	0.00973543109188835	0.490943882205227
32235	chr15	76347903	76906340	-	SCAPER	15	-8.10202032861001	0.0377910792592752	-0.0451989260505026	6.41080929284908	-6.41080929284908	0.0113427705867687	0.50304550671408
31842	chr15	58409568	58568873	+	LIPC	15	-8.10180833039617	0.0375360286149848	-0.0635192857520898	6.34785262713194	-6.34785262713194	0.0117523470340845	0.50304550671408
32556	chr15	91098949	91292636	+	SV2B	15	-8.10174624110935	0.0378852533516635	-0.0348332722133078	6.16910134490536	-6.16910134490536	0.0130000628819232	0.50304550671408
32038	chr15	68053178	68193846	+	PIAS1	15	-8.10206443781666	0.0376928279397496	-0.051967024523915	6.16048272591615	-6.16048272591615	0.0130635552349728	0.50304550671408
31136	chr15	24822646	24978582	+	SNRPN	15	-8.10182962688296	0.0375811749891961	-0.0561659524593938	6.09740531178068	-6.09740531178068	0.0135380518804072	0.50304550671408
31129	chr15	24100826	24445011	+	PWRN1	15	-8.10199973214593	0.0377636619704284	-0.04135814414263	5.68822992554124	-5.68822992554124	0.0170790734139581	0.584091380247882
32166	chr15	74540176	74598131	+	ARID3B	15	-8.10204013251508	0.0375280919403708	-0.0666697409699111	5.65821230232359	-5.65821230232359	0.0173738229252203	0.584091380247882
32561	chr15	91852707	92165903	+	SLCO3A1	15	-8.10195106923728	0.0375554800378768	-0.0512326536747726	4.9427783041956	-4.9427783041956	0.0261998906306761	0.826085518161132
31656	chr15	46409308	46661103	+	AC012405.1	15	-8.10209497712342	0.0378712123769462	-0.0316788751684742	4.89643910863197	-4.89643910863197	0.0269121344443428	0.826085518161132
32245	chr15	77100655	77421144	-	PEAK1	15	-8.1018582803376	0.0374718231270212	-0.0523401296121754	4.41195907942165	-4.41195907942165	0.0356878336932076	0.951004982603267
31825	chr15	56917622	57288514	+	TCF12	15	-8.10199884614092	0.0374945588055383	-0.0539481135317288	4.36421877491193	-4.36421877491193	0.0367013080236589	0.951004982603267
32346	chr15	81426447	81755217	+	AC060809.1	15	-8.10208536009561	0.0374862422642971	-0.0534894717110417	3.96831926363302	-3.96831926363302	0.0463640284427313	0.951004982603267
31249	chr15	26970180	27541984	+	GABRG3	15	-8.10199613923078	0.0375178365532609	-0.0439472219218432	3.79411434428584	-3.79411434428584	0.0514330761780066	0.951004982603267
31126	chr15	23756114	23856375	+	AC087490.1	15	-8.10193544682922	0.0373633621604991	-0.0665345225043423	3.76572674956151	-3.76572674956151	0.0523131201020833	0.951004982603267
32381	chr15	83022235	83025336	-	AC022558.1	15	-8.10208917596626	0.0373860742592492	-0.0699917668235401	3.66204958406888	-3.66204958406888	0.0556651168739258	0.951004982603267
31681	chr15	48408312	48646709	-	FBN1	15	-8.10185126455025	0.0373774702922422	-0.0554121195998749	3.59379153814734	-3.59379153814734	0.0579957804759259	0.951004982603267
31843	chr15	58434889	58499735	-	LIPC-AS1	15	-8.10190559736006	0.0373295837636432	-0.0685158850459606	3.50900243402975	-3.50900243402975	0.0610361965466233	0.951004982603267
32379	chr15	83016422	83068252	-	BTBD1	15	-8.10213994536751	0.0374211308597425	-0.0605810224076917	3.45652400146355	-3.45652400146355	0.0630026298343674	0.951004982603267
32391	chr15	83653087	84039427	+	ADAMTSL3	15	-8.10196424911323	0.0376059839804963	-0.0316987155894566	3.39364925450718	-3.39364925450718	0.0654479477242914	0.951004982603267
32375	chr15	82924883	83103443	+	AC022558.2	15	-8.10214937727551	0.0374542103031729	-0.0519329445019251	3.31311652612567	-3.31311652612567	0.0687290346041793	0.951004982603267
31260	chr15	28111039	28323179	-	HERC2	15	-8.10201864119586	0.0374345110916634	-0.0491374714933667	3.3104335579701	-3.3104335579701	0.0688413275351312	0.951004982603267
32028	chr15	67200666	67255661	-	AAGAB	15	-8.10202081192146	0.0373049402480808	-0.0847041957712423	3.306967568049	-3.306967568049	0.0689866837255905	0.951004982603267
32378	chr15	83011660	83061845	+	AC024270.4	15	-8.10213772315885	0.0374272309057862	-0.0551168176153438	3.23453364985289	-3.23453364985289	0.0721008282482166	0.951004982603267
32057	chr15	69159634	69272207	+	GLCE	15	-8.10201903401608	0.0373785872891785	-0.0577405414281156	3.1932607109411	-3.1932607109411	0.0739423858424683	0.951004982603267
32033	chr15	67541702	67807114	+	MAP2K5	15	-8.1020334656198	0.0374426364716361	-0.0458951368448002	3.13631227915903	-3.13631227915903	0.0765667452340524	0.951004982603267
