testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	timePointInMonths	group	V4	interaction	testStat	signedTestStat	pvalue	adjpvalue
31787	chr15	54899000	54980000	+	SIMULA80K+	15	-8.08213194034105	0.00599249270793356	-0.011920174627021	0.32459743840038	-0.358534869153198	61.6680662738609	-61.6680662738609	4.10782519111308e-15	3.19588799868598e-12
32632	chr15	96999000	97040000	+	SIMULA40K+	15	-8.07824158402408	0.00626823745006755	-0.0147668622896048	0.329360371081083	-0.360415518587035	49.0375568102509	-49.0375568102509	2.51110243709718e-12	1.95112659362451e-09
31105	chr15	22300000	22321000	-	SIMULA20K-	15	-8.07277412701172	0.00777107707399383	-0.0227711182817326	0.384522019706384	-0.373738019524879	10.9765173190608	-10.9765173190608	0.000922736740559982	0.716043710674546
32028	chr15	67200666	67255661	-	AAGAB	15	-8.07247925820862	0.00820634462396752	-0.0239955137436986	0.0483790471947018	-0.0615493225652776	2.50924170495546	-2.50924170495546	0.113180380333286	1
31397	chr15	36641185	36670097	-	AC013640.1	15	-8.07222741556073	0.00825907561745831	-0.024481462875985	0.0925132962231121	-0.120208204009915	2.50902182043137	-2.50902182043137	0.113196174326849	1
32039	chr15	68190705	68207110	-	CALML4	15	-8.07186960402138	0.00828728080032937	-0.0252068992275453	-0.0580363049642348	0.236195027591346	2.21833016351138	2.21833016351138	0.136380495680303	1
31721	chr15	50557157	50687797	-	TRPM7	15	-8.07201624445868	0.00833945030059491	-0.0250659111954859	-0.0527424917911957	0.49748052133967	1.85492792974856	1.85492792974856	0.173211333051487	1
31741	chr15	51447710	51623833	-	DMXL2	15	-8.0713768036158	0.00817564576882379	-0.0261795824741685	-0.00705658736250001	0.0328249404727265	1.68568170199978	1.68568170199978	0.194171195436033	1
31621	chr15	45092649	45115172	-	DUOX2	15	-8.07203745445858	0.00829628270699567	-0.0248633196057111	0.175005328456643	-0.169692673685452	1.23216064772896	-1.23216064772896	0.266987254693346	1
31794	chr15	55318221	55355648	+	PIGB	15	-8.07192811784729	0.00831129381015039	-0.0251458288407764	-0.0627530255373056	0.193381367365408	1.22235392128732	1.22235392128732	0.268899188246219	1
31604	chr15	44665731	44677550	-	PATL2	15	-8.07206204400576	0.00830111616648299	-0.0248238981072946	0.139756542356161	-0.193940360738531	1.09075850814133	-1.09075850814133	0.296303209097132	1
32029	chr15	67253785	67501804	+	IQCH	15	-8.07243751692702	0.00831941191488061	-0.024163978969845	0.0189195853936613	-0.0324378226748361	1.07251448415082	-1.07251448415082	0.300378173361739	1
32270	chr15	78292285	78296049	+	AC090607.1	15	-8.07194664351908	0.00830902676973322	-0.0250794347717704	-0.0306777612013145	0.21524143664707	0.977422163979099	0.977422163979099	0.322836062077636	1
32060	chr15	69297911	69407780	+	PAQR5	15	-8.07226431451035	0.0082317550158808	-0.0243985533437074	0.0384406239423625	-0.046002393030521	0.973208030344722	-0.973208030344722	0.323881406513337	1
32414	chr15	84717473	84747837	-	AC012291.3	15	-8.0721395477817	0.0083165642171803	-0.0247010724716664	0.0465234748479427	-0.0881393392896823	0.937542693228352	-0.937542693228352	0.332910600321947	1
31407	chr15	37500000	37511000	-	SIMULA10K-	15	-8.07219177932223	0.00820113028015701	-0.0244466104018228	0.316242741833795	-0.421145486601605	0.932153735772772	-0.932153735772772	0.334303902840936	1
31255	chr15	27620533	27629289	+	AC021979.1	15	-8.07191182667756	0.00830094158958472	-0.0251069219722611	-0.0915867778832889	0.25967004348336	0.918455158875076	0.918455158875076	0.337880924284588	1
32062	chr15	69396903	69416029	-	AC027237.5	15	-8.07204332213121	0.00829415224838392	-0.0248150990276038	0.103640605575129	-0.166865586099499	0.885141604664568	-0.885141604664568	0.346797291751179	1
32262	chr15	78104605	78132445	-	CIB2	15	-8.07196518374532	0.00828983548359297	-0.025180712849654	0.0182662529209447	0.082838832563158	0.799123281281936	0.799123281281936	0.371355623325117	1
32347	chr15	81553002	81696780	+	AC023034.1	15	-8.07178686923486	0.00821557391374173	-0.025397838174223	0.00735178046081366	0.0434299698175215	0.792316219558416	0.792316219558416	0.373400669257684	1
31110	chr15	22772062	22829789	+	NIPA1	15	-8.07183906144117	0.00829098789453209	-0.0252583068224189	-0.0151380892825398	0.0574881679836024	0.776920904314466	0.776920904314466	0.378084494014397	1
31740	chr15	51413096	51498833	+	AC066613.2	15	-8.07149167249269	0.00815246688055504	-0.0259421620603131	-0.00140925621071487	0.0190733146362275	0.775633027149524	0.775633027149524	0.378480051695057	1
32266	chr15	78250501	78264987	-	AC090607.3	15	-8.07211206826915	0.00828760212842239	-0.0247163027243507	0.0570220758392882	-0.0876650252331771	0.769493104039611	-0.769493104039611	0.380373910330751	1
32297	chr15	79431335	79472304	+	MINAR1	15	-8.07209636124579	0.00829276887728803	-0.0247803184472803	0.0915041956741056	-0.0961453252431722	0.763377091738221	-0.763377091738221	0.382273732415912	1
32157	chr15	74373677	74375511	+	AC090826.2	15	-8.07205465065371	0.00830647436183396	-0.024849432609467	0.186145587169569	-0.273029990697187	0.747530657808966	-0.747530657808966	0.387259167024073	1
31248	chr15	26865910	26948752	+	GABRA5	15	-8.07184906771568	0.00829771551524638	-0.0252440062549562	-0.0221012151397471	0.0605169952446335	0.723368498412128	0.723368498412128	0.395041198562946	1
31428	chr15	39580078	39599466	+	THBS1	15	-8.07212483882766	0.00831619391213634	-0.0247469286026898	0.0440642247226964	-0.0751092607278579	0.716930400790261	-0.716930400790261	0.397152642885571	1
31834	chr15	57590903	57685364	+	MYZAP	15	-8.07181895256236	0.00822912075423821	-0.0252406261929694	0.010392722087739	0.0511792505452779	0.716760337311825	0.716760337311825	0.397208637645732	1
31732	chr15	51208056	51339596	-	CYP19A1	15	-8.0719774104295	0.00832763585086704	-0.0250575126582019	-0.0543889225031487	0.183439590389959	0.708301615466553	0.708301615466553	0.400008211599432	1
31321	chr15	31475397	31656339	-	OTUD7A	15	-8.07208518882387	0.00830807334248407	-0.0247405594642138	0.0312334747265048	-0.0764838532699176	0.699218393836418	-0.699218393836418	0.403046449922901	1
31804	chr15	55611543	55744152	-	PRTG	15	-8.07219281588758	0.00826503215759233	-0.0245493748247012	0.031352900401179	-0.0380947535634224	0.687694419242689	-0.687694419242689	0.40694970300957	1
31928	chr15	63389229	63438320	+	LINC02568	15	-8.0720690128097	0.00832509102331791	-0.0248421268036952	0.0619604982434869	-0.121745643453916	0.650413813196792	-0.650413813196792	0.419964769397744	1
32284	chr15	78624894	78628193	+	AC067863.1	15	-8.07195422614479	0.00834046569989821	-0.0251308609490184	-0.0540915895240787	0.0983286663849839	0.648220515954563	0.648220515954563	0.420749610844151	1
32374	chr15	82848982	82953720	-	HOMER2	15	-8.07185725042718	0.00834537973484739	-0.0252263692938603	-0.0495107806761781	0.0617054753166733	0.63513074468483	0.63513074468483	0.425479545020552	1
31669	chr15	47811728	48006060	+	AC092078.2	15	-8.07204097651847	0.00831971289241329	-0.024872626292558	0.103829901085667	-0.18209450383048	0.621259247281159	-0.621259247281159	0.430579726431313	1
31727	chr15	50839874	50882015	-	AC021752.1	15	-8.07193196731789	0.00829924301688179	-0.0251296896978935	-0.000789860985838678	0.0731891222957384	0.616241929154057	0.616241929154057	0.432447246525345	1
32017	chr15	66503958	66548426	+	ZWILCH	15	-8.07218320484716	0.00822492486380266	-0.0245901578370889	0.037443594339501	-0.0328447802994652	0.613652191904293	-0.613652191904293	0.433415999873742	1
31957	chr15	64700247	64719602	+	AC100830.1	15	-8.07206089386366	0.00831955311678856	-0.0248714420058997	0.0951788377379068	-0.146178021108347	0.604013383703205	-0.604013383703205	0.437050822565142	1
31512	chr15	41556674	41578805	+	TYRO3	15	-8.07204531447631	0.00832964320538876	-0.0248899733299188	0.118233364806559	-0.173419704637594	0.598181978383764	-0.598181978383764	0.439272525599871	1
31382	chr15	34977350	34980084	+	AC114546.3	15	-8.07203184175897	0.00830973823575354	-0.0248548003719356	0.0654479512523812	-0.133427609586718	0.588983339082915	-0.588983339082915	0.442812524672692	1
31540	chr15	42412822	42458532	-	ZNF106	15	-8.07210244159776	0.00834117712198346	-0.0248085712819656	0.0258395133889608	-0.0814230088021724	0.582529250275911	-0.582529250275911	0.445322639776116	1
31819	chr15	56652487	56919571	-	AC090517.4	15	-8.07209003874208	0.00828670754395544	-0.024734122820303	0.0451062668138151	-0.0580075703864797	0.578668145203665	-0.578668145203665	0.44683483949166	1
32391	chr15	83653087	84039427	+	ADAMTSL3	15	-8.07239671313752	0.00845744491949718	-0.024215497475065	0.00123300590495751	-0.017613007825747	0.577019798494803	-0.577019798494803	0.447482841390838	1
32078	chr15	70570957	70587606	-	LINC02204	15	-8.07207957433023	0.00832778365274844	-0.0247900480502958	0.0277802172136277	-0.0790658948624227	0.572658094028157	-0.572658094028157	0.449204589779581	1
31681	chr15	48408312	48646709	-	FBN1	15	-8.07172178785793	0.00826553875946745	-0.0255359233647102	-0.00769412578821097	0.0263799870355858	0.569130597201365	0.569130597201365	0.450604600838979	1
31690	chr15	48823740	48964919	-	SHC4	15	-8.07214800575821	0.00828753564590645	-0.0246647750775	0.0335457886154267	-0.0406999266952748	0.564016610795079	-0.564016610795079	0.45264640090337	1
31683	chr15	48528979	48530728	-	AC022467.1	15	-8.07206062165461	0.00832709841626667	-0.0248776520342041	0.0961510581905479	-0.157995591470819	0.560342146218318	-0.560342146218318	0.454122419510863	1
31655	chr15	46364835	46381043	+	AC091074.2	15	-8.07207608140054	0.00833628352660343	-0.0248196520531161	0.0261536449839413	-0.0848531429720783	0.558643297989875	-0.558643297989875	0.454807395440704	1
31793	chr15	55317183	55320123	-	PIGBOS1	15	-8.07198179875144	0.0083281944637319	-0.0250411613487504	-0.0674246599279991	0.209727230858684	0.53451418333043	0.53451418333043	0.464715161564461	1
31729	chr15	51036487	51293912	+	MIR4713HG	15	-8.07196503730257	0.00832594612823234	-0.0250749081203041	-0.0586582700530672	0.130114770794809	0.527567171897317	0.527567171897317	0.467631470510494	1
32095	chr15	71817413	71822455	+	AC104938.1	15	-8.07206806412374	0.00831448825684511	-0.0248850405890699	0.138982891629938	-0.1258341789876	0.519653032934002	-0.519653032934002	0.470989725789156	1
32104	chr15	72266745	72320946	-	AC009690.3	15	-8.07203571217785	0.00832578497814751	-0.0249085179789033	0.159129533377475	-0.227779662149877	0.519582892031394	-0.519582892031394	0.471019662613683	1
32122	chr15	72751368	72784785	-	ADPGK	15	-8.07208160196279	0.00829895938256087	-0.0248013331897462	0.0614742813760202	-0.0690013190780434	0.518332737308811	-0.518332737308811	0.471553756564352	1
31632	chr15	45235929	45280251	-	AC051619.4	15	-8.07205408682434	0.0083168479175928	-0.0248506640956709	0.0534002314246656	-0.116841653174016	0.518286961098056	-0.518286961098056	0.471573331737915	1
32061	chr15	69390191	69392149	+	AC027237.6	15	-8.07198947280551	0.00833059610506792	-0.0250267012468562	-0.0726876492850219	0.314543438895291	0.51675373015587	0.51675373015587	0.472229742937914	1
31656	chr15	46409308	46661103	+	AC012405.1	15	-8.07133055473556	0.00734213714942156	-0.0259939369534138	0.0226355134239776	0.0117890887192115	0.510765175740744	0.510765175740744	0.474807804852776	1
32369	chr15	82749571	82757204	+	SNHG21	15	-8.07197551545494	0.00833435200835675	-0.0250660821103141	-0.0490934441722653	0.115990947200498	0.509642913045354	0.509642913045354	0.475293477156112	1
32542	chr15	90902301	90922579	+	MAN2A2	15	-8.07191364539724	0.00831672236921621	-0.025140090100608	-0.023971891399407	0.0644472622137577	0.508087617356978	0.508087617356978	0.475967885791648	1
31393	chr15	35939166	35975769	-	AC021351.1	15	-8.07194869549702	0.00830928941132259	-0.0250514180862151	-0.0273349262293995	0.143900125403854	0.507082400415129	0.507082400415129	0.476404597527945	1
31435	chr15	39813222	39816429	-	AC023908.1	15	-8.07204538689502	0.00830563343913315	-0.0248361964137863	0.0605858328989532	-0.0907714954816729	0.506080332481361	-0.506080332481361	0.47684059096777	1
31633	chr15	45251233	45277846	+	SLC28A2	15	-8.07204724345194	0.00832292926436429	-0.0248815535321368	0.0753828206176721	-0.13493914227173	0.50058342184002	-0.50058342184002	0.479243883820949	1
31555	chr15	42942896	43107038	-	UBR1	15	-8.07218784177886	0.00825479969452037	-0.0245733492749574	0.0267974491927368	-0.0286090678553368	0.499279936073435	-0.499279936073435	0.479816682986116	1
